hindi,english,freq
प्रक्षेपास्त्र,missile,382
साउथॉल,southall,382
हस्तिनापुर,hastinapur,382
संतुष्टि,satisfaction,382
धम्म,dhamma,382
तेरा,your,382
बढाने,increase,382
ऐक्शन,action,382
इंटरनैशनल,international,382
आयुर्वेदिक,ayurvedic,382
चार्वाक,charvaka,382
अलेक्जेंडर,alexander,381
रेडियोधर्मी,radioactive,381
शनै,shanai,381
उठाई,raised,381
महत्वाकांक्षी,ambitious,381
औषध,medicine,381
इण्डियन,indian,381
मानकीकृत,standardized,381
प्रतिशोध,vengeance,381
डिब्रुगढ़,dibrugarh,381
अमल,amal,381
वशिष्ठ,vasishtha,381
संकेतक,indicator,381
श्रोता,audience,381
मारक,antidote,381
मिश्रा,mishra,381
शूद्र,shudra,381
अम्मा,mother,381
मरते,dying,381
एबरडीन,aberdeen,381
रोहिणी,rohini,381
निजामुद्दीन,nizamuddin,380
बढ़िया,excellent,380
रीडर,reader,380
रेशमी,silky,380
अथक,tireless,380
बाग़,garden,380
कागज़,paper,380
समरूप,homogeneous,380
यांग,yang,380
राष्ट्रकूट,rashtrakutas,380
बेलन,rolling pin,380
वर्गाकार,square,380
प्रभावकारी,effective,380
लिस्ट,list,380
बाल्टिक,baltic,380
गोंड,gond,380
महीना,month,380
मंथन,churn,380
क़िला,fort,380
एथलीटों,athletes,380
आभा,aura,380
बतायी,told,379
संगृहीत,collected,379
वू,woo,379
हज,hajj,379
बालाजी,balaji,379
लिहाज,consideration,379
एकेडमी,academy,379
चौदहवीं,fourteenth,379
एस्टेट,estate,379
अकार,size,379
खोपड़ी,skull,379
मिशेल,michelle,379
फ़ैसला,decision,379
जागरूक,vigilant,378
हमे,us,378
बायीं,left,378
फ़ॉस्फ़ोरस,phosphorus,378
माइक्रो,micro,378
प्रवृत्त,prone,378
देवनहल्ली,devanahalli,378
सिल्चर,silchar,378
जूहू,juhu,378
विचलित,distracted,378
कामराज,kamaraj,378
साईट,site,378
प्रतिमाएँ,statues,378
दाम,price,378
कैनेडी,kennedy,378
लत,addiction,378
मिशनरी,missionary,378
मालिश,massage,378
पालकी,sedan,377
योजनाबद्ध,planned,377
केसर,saffron,377
नन्दा,nanda,377
उपरी,upper,377
दाएं,right,377
वंशों,dynasties,377
मौद्रिक,monetary,377
ऑपरेटर,operator,377
कपाल,skull,377
संख्यात्मक,numeric,377
पढ़ाने,teaching,377
हॉलबोर्न,holborn,377
जीर्णोद्धार,renovation,377
मैट्रिक्स,matrix,377
जबड़े,jaws,377
पीना,drink,377
मुठभेड़,encounter,377
ट्रिब्यून,tribune,377
कंप्यूटिंग,computing,377
यो,yo,377
विषयवस्तु,subject matter,377
ईक्वाडोर,ecuador,377
हवन,offering prayers to god in front of fire,377
गोपनीय,confidential,377
बर्बर,savage,377
गोवर्धन,govardhan,377
सुनियोजित,well planned,376
बेशक,of course!,376
दक्कन,deccan,376
लाभों,benefits,376
बोतल,bottle,376
लेंगपुई,lengpui,376
बमरौली,bamrauli,376
मेफ़ेयर,mayfair,376
वास्,vas,376
चैम्पियन,champion,376
गुलामी,slavery,376
बनर्जी,banerjee,375
साहसी,daring,375
सुझाया,suggested,375
चरक,charaka,375
आवर्ती,recurring,375
एडम,adam,375
किलबर्न,kilburn,375
लेज़र,laser,375
इवान,ivan,375
बिताए,spent,375
जूनागढ़,junagadh,375
ढके,covered,375
आवृत्तियों,frequencies,375
सुधा,sudha,375
काटा,bit,375
स्तोत्र,psalm,375
टर,ter,375
ऐल्युमिनियम,aluminium,375
अधिगम,learning,375
धर्मपर,on religion,374
गृहस्थ,householder,374
ख़िलजी,khilji,374
समुद्रों,seas,374
फायदे,benefits,374
सन्दर्भित,referenced,374
आश्वस्त,confident,374
टॉटनहम,tottenham,374
प्लान,plan,374
बर्मन,burman,374
हिरन,deer,374
मोरारजी,morarji,374
स्टेम,stem,374
नापने,to measure,373
ब्रूस,bruce,373
ध्वनियाँ,sounds,373
रवीन्द्रनाथ,rabindranath,373
सुन्दरता,beauty,373
पारद,mercury,373
घटनाक्रम,events,373
शूल,colic,373
मुझसे,me,373
आंत,intestine,373
दिखाती,shows,373
परोपकारी,philanthropist,373
विपुल,vipul,373
घण्टे,hours,373
पुस्तिका,booklet,373
कर्णप्रयाग,karnaprayag,373
हुक्म,order,373
वक्ताओं,speakers,373
दिल्,dil,373
हारने,loser,373
सरोकार,concerns,372
बेसबॉल,baseball,372
ब्लेक,blake,372
श्मिट,schmidt,372
चाइना,china,372
हटकर,off the,372
अलोंग,along,372
लीलाबाड़ी,lilabari,372
बेगमपेट,begumpet,372
नाट्यशास्त्र,dramaturgy,372
इलफ़र्ड,ilford,372
आइज़लवर्थ,isleworth,372
टेडिंगटन,teddington,372
वंस्टेड,wanstead,372
रक्तस्राव,bleeding,372
ऑब्जेक्ट,object,372
क्षुद्रग्रह,asteroids,372
उत्साही,enthusiastic,372
स्वरूपों,formats,372
जड़े,roots,372
आरण्यक,aranyaka,372
अंडरटेकर,undertaker,372
पहेली,puzzle,371
तोपों,cannons,371
टापू,island,371
डैनियल,daniel,371
थलीसैंण,thalisain,371
ख़,b,371
चिन्हों,signs,371
सोयाबीन,soybean,371
त्रिपुरी,tripuri,371
आविष्कारक,inventor,371
स्पष्टता,clarity,371
अंग्रेजो,the british,371
अछूतों,untouchables,371
बेथनल,bethnal,371
ब्रेंटफ़र्ड,brentford,371
चिज़िक,chizhik,371
पॉप्लर,poplar,371
वैपिंग,vaping,371
विश्लेषणात्मक,analytical,371
सीखी,learned,371
लगना,embark,371
पैरिस,paris,371
सुशोभित,decorated,371
फ़िजी,fiji,371
भावुक,passionate,371
नक्शा,map,371
बीड,bead,371
उत्तरप्रदेश,uttar pradesh,370
रियूनियन,réunion,370
माइनर,minor,370
नाइट्रिक,nitric,370
पकड़कर,by catching,370
जुट,jute,370
केम्बरवेल,camberwell,370
पेखम,peckham,370
स्टेपनी,stepney,370
वेल्डस्टोन,wealdstone,370
ह्वाइटचैपल,whitechapel,370
करवाना,get it done,370
कार्पोरेशन,corporation,370
प्लेस,place,370
तीर्थयात्रा,pilgrimage,370
थापा,thapa,370
अपर,upper,370
खुलता,opens,370
शासी,governing,370
फोरम,forum,370
लेड,lead,370
लाओस,laos,370
दाएँ,right,370
अंपायर,umpire,370
बर्तनों,utensils,369
नंदा,nanda,369
कैसा,how?,369
एजेंटों,agents,369
इक्वेटोरियल,equatorial,369
छू,touching,369
संस्थाएँ,institutions,369
बदतर,worse,369
बकुला,bakula,369
पूछने,to ask,369
कामयाबी,success,369
बैटरसी,battersea,369
बर्मंडसी,bermondsey,369
टूटिंग,tooting,369
वर्चुअल,virtual,369
शमन,mitigation,369
ज़ाहिर,obvious,369
सत्रह,seventeen,369
नवाजा,nawaja,369
